StateAbbr,CountyName,CountyFIPS,Obesity_2023,Obesity_2030
NC,Mecklenburg,37119,33.6,36.08275934
AK,Northwest Arctic,2188,40.6,43.60000087
MO,Miller,29131,40,42.95566588
PA,Lancaster,42071,34.8,37.37142931
KY,Webster,21233,40.6,43.60000087
GA,McDuffie,13189,39.3,42.20394173
FL,Jefferson,12065,,
PA,Berks,42011,36,38.66009929
SD,Aurora,46003,38.6,41.45221757
NY,Madison,36053,35.3,37.90837514
OH,Harrison,39067,42.9,46.06995165
GA,Candler,13043,41.2,44.24433585
KS,Shawnee,20177,39.1,41.9891634
AR,Prairie,5117,36.5,39.19704511
MD,St. Mary's,24037,35.7,38.3379318
LA,St. Charles,22089,37.7,40.48571509
PA,Westmoreland,42129,32.1,34.47192187
TN,Tipton,47167,41.8,44.88867084
ID,Lewis,16061,33.4,35.86798101
WA,Mason,53045,34.6,37.15665098
IN,Posey,18129,38.1,40.91527175
NC,Forsyth,37067,34.7,37.26404015
KY,Bracken,21023,39.2,42.09655256
OR,Benton,41003,25.4,27.27684783
OH,Seneca,39147,41.5,44.56650335
AR,Benton,5007,34.9,37.47881848
IN,Henry,18065,38.2,41.02266091
MI,Montcalm,26117,37.2,39.94876927
NY,Tioga,36107,36.7,39.41182344
CA,Placer,6061,26.5,28.45812864
CO,Kiowa,8061,27.6,29.63940946
OR,Malheur,41045,36.4,39.08965595
VT,Bennington,50003,30.8,33.07586273
TX,Jasper,48241,39.5,42.41872005
SD,Deuel,46039,39.4,42.31133089
SD,Hutchinson,46067,35.1,37.69359681
OH,Darke,39037,38.7,41.55960674
MS,Leflore,28083,49,52.6206907
TX,Zapata,48505,43.1,46.28472998
NM,Hidalgo,35023,37.1,39.8413801
TX,Kinney,48271,39.6,42.52610922
MT,Granite,30039,33.5,35.97537017
KY,Adair,21001,40,42.95566588
TX,Aransas,48007,37.2,39.94876927
WV,Tyler,54095,42,45.10344917
VA,Winchester,51840,37.4,40.1635476
MN,Yellow Medicine,27173,37.4,40.1635476
MS,Greene,28041,38.9,41.77438507
CO,Yuma,8125,28.9,31.0354686
VA,Salem,51775,35,37.58620764
MO,Putnam,29171,37.9,40.70049342
NC,Iredell,37097,35.4,38.0157643
PA,Beaver,42007,35.8,38.44532096
WI,Price,55099,35.1,37.69359681
IN,LaGrange,18087,35.4,38.0157643
KY,Martin,21159,40.3,43.27783337
TX,Lipscomb,48295,36.6,39.30443428
TX,Lynn,48305,40.2,43.17044421
ND,Logan,38047,37.5,40.27093676
NE,Richardson,31147,42.5,45.640395
WI,Taylor,55119,39.8,42.74088755
IA,Sioux,19167,36.8,39.51921261
WV,Kanawha,54039,39.9,42.84827671
MD,Harford,24025,32.5,34.90147853
GA,Glascock,13125,35.4,38.0157643
PA,Lebanon,42075,35.7,38.3379318
CO,Arapahoe,8005,25.5,27.384237
OH,Ross,39141,42.8,45.96256249
LA,Lafourche,22057,38.8,41.6669959
MI,Jackson,26075,35.8,38.44532096
IA,Van Buren,19177,39.9,42.84827671
GA,Emanuel,13107,41.2,44.24433585
IL,Madison,17119,38.1,40.91527175
GA,Screven,13251,39.2,42.09655256
NC,Rutherford,37161,37.5,40.27093676
NJ,Sussex,34037,32.3,34.6867002
MO,Jefferson,29099,37.9,40.70049342
IL,DeKalb,17037,35.5,38.12315347
NE,Grant,31075,38.9,41.77438507
IL,St. Clair,17163,43.9,47.1438433
MI,St. Clair,26147,35.9,38.55271013
CA,Kings,6031,34.8,37.37142931
IL,Alexander,17003,43.8,47.03645414
MS,Lafayette,28071,33.6,36.08275934
KY,Harlan,21095,45.6,48.9694591
LA,Webster,22119,43.7,46.92906497
MO,Atchison,29005,38.7,41.55960674
MO,Callaway,29027,36.8,39.51921261
OK,Pushmataha,40127,39.8,42.74088755
NE,Keith,31101,34,36.512316
WV,Marion,54049,38,40.80788258
NJ,Morris,34027,24.8,26.63251284
MS,Hinds,28049,43.2,46.39211915
NE,Cheyenne,31033,39.1,41.9891634
MT,Daniels,30019,32.6,35.00886769
FL,Wakulla,12129,,
FL,Volusia,12127,,
AL,Russell,1113,44,47.25123247
NE,Adams,31001,36.8,39.51921261
WY,Albany,56001,25.9,27.81379366
WI,Ashland,55003,38.1,40.91527175
LA,Iberville,22047,41.3,44.35172502
TX,Galveston,48167,34.5,37.04926182
MI,Tuscola,26157,41.4,44.45911418
GA,Walker,13295,36.9,39.62660177
WV,Grant,54023,41.3,44.35172502
ND,Stark,38089,39.9,42.84827671
HI,Kauai,15007,23.7,25.45123203
TX,Stonewall,48433,36.3,38.98226678
WV,Wetzel,54103,40.8,43.8147792
NE,Sheridan,31161,43.3,46.49950831
NY,Otsego,36077,28.1,30.17635528
GA,Pierce,13229,36.9,39.62660177
LA,St. Mary,22101,39.2,42.09655256
ND,Cass,38017,34.2,36.72709433
RI,Washington,44009,25.1,26.95468034
IN,Delaware,18035,36.5,39.19704511
TN,Decatur,47039,37,39.73399094
VA,Lexington,51678,29.4,31.57241442
TN,Bradley,47011,40.2,43.17044421
NY,Rockland,36087,26.2,28.13596115
TX,Presidio,48377,42.8,45.96256249
IA,Dallas,19049,35.5,38.12315347
MN,Chisago,27025,36.7,39.41182344
TN,Lake,47095,41.2,44.24433585
TX,Haskell,48207,38.1,40.91527175
OK,Kingfisher,40073,38.7,41.55960674
IN,Adams,18001,39,41.88177423
NC,Davidson,37057,37.3,40.05615843
NC,Wilson,37195,38.5,41.34482841
TN,Grundy,47061,38.4,41.23743924
MN,Houston,27055,34.9,37.47881848
WY,Big Horn,56003,33.2,35.65320268
KS,Elk,20049,42.3,45.42561667
TX,Dallas,48113,35.2,37.80098597
VA,Scott,51169,37.2,39.94876927
KY,Livingston,21139,39,41.88177423
NC,Nash,37127,40.2,43.17044421
VA,Culpeper,51047,39.9,42.84827671
FL,Gilchrist,12041,,
MN,Le Sueur,27079,36.2,38.87487762
OK,Coal,40029,41.9,44.99606001
MA,Essex,25009,30,32.21674941
KS,Hodgeman,20083,35.9,38.55271013
SC,Union,45087,41.3,44.35172502
MS,Pike,28113,44.7,48.00295662
TX,Crane,48103,38,40.80788258
AR,Saline,5125,35.2,37.80098597
KY,Rockcastle,21203,44.3,47.57339996
NE,Wheeler,31183,37.5,40.27093676
WI,St. Croix,55109,35.1,37.69359681
AR,Woodruff,5147,39.6,42.52610922
NY,Chautauqua,36013,37.7,40.48571509
OR,Curry,41015,32.1,34.47192187
SC,Lexington,45063,38.4,41.23743924
KY,Boone,21015,35.4,38.0157643
TX,Runnels,48399,37.7,40.48571509
WA,Kittitas,53037,28.8,30.92807943
OH,Ashland,39005,38.4,41.23743924
TN,Bledsoe,47007,38.3,41.13005008
NC,Columbus,37047,42.8,45.96256249
TN,Montgomery,47125,38.2,41.02266091
MI,Branch,26023,40.3,43.27783337
LA,Claiborne,22027,43.9,47.1438433
TX,Brown,48049,37.4,40.1635476
NJ,Gloucester,34015,31.3,33.61280855
WA,Spokane,53063,29.4,31.57241442
MO,St. Clair,29185,38.5,41.34482841
IN,Wabash,18169,38.9,41.77438507
IN,Clinton,18023,37.3,40.05615843
ND,Morton,38059,40,42.95566588
IA,Johnson,19103,31.1,33.39803022
GA,Clay,13061,42.8,45.96256249
WI,Milwaukee,55079,37.5,40.27093676
MT,Flathead,30029,32,34.3645327
ND,Griggs,38039,38,40.80788258
NC,Henderson,37089,34,36.512316
MT,Treasure,30103,33.2,35.65320268
MT,Silver Bow,30093,31.6,33.93497604
NC,Duplin,37061,43.4,46.60689748
VA,Orange,51137,36.9,39.62660177
MN,Marshall,27089,37.8,40.59310425
MT,Blaine,30005,39.1,41.9891634
MN,Sibley,27143,37.5,40.27093676
OH,Huron,39077,42.5,45.640395
WY,Uinta,56041,33.7,36.1901485
MS,Walthall,28147,42.8,45.96256249
DC,District of Columbia,11001,24.2,25.98817786
OK,Logan,40083,41.4,44.45911418
ID,Canyon,16027,36.4,39.08965595
MN,Nicollet,27103,34,36.512316
SD,Kingsbury,46077,35.1,37.69359681
OH,Fayette,39047,44.1,47.35862163
VA,Amherst,51009,36.4,39.08965595
NC,Richmond,37153,40.2,43.17044421
GA,Early,13099,42.2,45.3182275
NM,Do̱a Ana,35013,35.5,38.12315347
OK,Beckham,40009,43.4,46.60689748
AL,Lamar,1075,38.7,41.55960674
NC,Caldwell,37027,36.9,39.62660177
MO,Dunklin,29069,45.2,48.53990244
NE,Johnson,31097,39.2,42.09655256
TX,Austin,48015,35.5,38.12315347
SD,McCook,46087,34.4,36.94187265
MA,Norfolk,25021,24.8,26.63251284
MT,Lewis and Clark,30049,30.7,32.96847356
AL,Elmore,1051,39.1,41.9891634
MI,Eaton,26045,34.4,36.94187265
VA,King George,51099,36.8,39.51921261
NY,Wayne,36117,36.6,39.30443428
WA,Chelan,53007,30.7,32.96847356
TX,Kenedy,48261,43.3,46.49950831
GA,Atkinson,13003,39.8,42.74088755
AL,Perry,1105,50.4,54.12413901
KY,Larue,21123,40.8,43.8147792
MS,Carroll,28015,40.2,43.17044421
MI,Midland,26111,33.4,35.86798101
NE,Lancaster,31109,32.7,35.11625686
TX,Franklin,48159,33.1,35.54581351
SC,Chester,45023,41.7,44.78128168
VA,Alexandria,51510,31.4,33.72019771
NJ,Somerset,34035,25.3,27.16945867
MS,Itawamba,28057,35.5,38.12315347
VT,Lamoille,50015,27.9,29.96157695
NC,Watauga,37189,29.7,31.89458191
ND,Traill,38097,36.7,39.41182344
AR,White,5145,36.4,39.08965595
TX,Navarro,48349,38.9,41.77438507
NV,Pershing,32027,35.6,38.23054263
WY,Lincoln,56023,29.5,31.67980358
NE,Boone,31011,41.6,44.67389251
MI,Osceola,26133,37.1,39.8413801
WI,Waupaca,55135,38.4,41.23743924
TX,Lee,48287,38,40.80788258
IN,Floyd,18043,37.1,39.8413801
SC,Greenville,45045,33.1,35.54581351
IN,Washington,18175,41.8,44.88867084
FL,Pinellas,12103,,
GA,Putnam,13237,37.5,40.27093676
NY,Richmond,36085,32.3,34.6867002
WI,Dodge,55027,36.3,38.98226678
AZ,Yavapai,4025,26.9,28.8876853
TX,Parmer,48369,39,41.88177423
NC,Caswell,37033,39.9,42.84827671
TN,Roane,47145,36.6,39.30443428
MN,Cook,27031,31.4,33.72019771
TN,Coffee,47031,38.4,41.23743924
NY,Niagara,36063,35.4,38.0157643
MI,Ingham,26065,34.9,37.47881848
OR,Deschutes,41017,26.2,28.13596115
MN,Carlton,27017,40.6,43.60000087
IA,Jackson,19097,37.2,39.94876927
PA,Greene,42059,37.2,39.94876927
KS,Ford,20057,43.7,46.92906497
IN,Blackford,18009,40.8,43.8147792
IN,Montgomery,18107,35.5,38.12315347
IA,Calhoun,19025,39.8,42.74088755
AR,Columbia,5027,39.4,42.31133089
TX,Martin,48317,36.5,39.19704511
WY,Crook,56011,30.5,32.75369523
NM,Torrance,35057,37.1,39.8413801
MI,Luce,26095,38.8,41.6669959
OK,Okfuskee,40107,44,47.25123247
MO,Ste. Genevieve,29186,39.7,42.63349838
MS,Panola,28107,41.9,44.99606001
WI,Monroe,55081,34.9,37.47881848
TN,Maury,47119,31.4,33.72019771
VA,Roanoke,51161,34.4,36.94187265
KS,Johnson,20091,29.4,31.57241442
ME,Waldo,23027,36.4,39.08965595
ND,Barnes,38003,42.1,45.21083834
TN,Haywood,47075,42.9,46.06995165
OH,Warren,39165,35.9,38.55271013
CA,Fresno,6019,36.6,39.30443428
KY,Leslie,21131,45.1,48.43251328
LA,East Feliciana,22037,42.3,45.42561667
WV,Webster,54101,41.7,44.78128168
KS,Miami,20121,39.9,42.84827671
TX,Terrell,48443,38.6,41.45221757
TX,Concho,48095,37.1,39.8413801
SC,Richland,45079,36.1,38.76748845
GA,Hart,13147,35.7,38.3379318
MO,Madison,29123,39.5,42.41872005
SD,Stanley,46117,34,36.512316
NC,Durham,37063,30.2,32.43152774
TX,Mitchell,48335,38.8,41.6669959
KS,Clay,20027,38,40.80788258
ID,Boise,16015,29.2,31.35763609
WI,Racine,55101,36,38.66009929
NM,Colfax,35007,37.3,40.05615843
TX,Rains,48379,36.2,38.87487762
IL,Jo Daviess,17085,36,38.66009929
IA,Marshall,19127,37,39.73399094
NC,Alexander,37003,35.3,37.90837514
MN,Renville,27129,37.9,40.70049342
OK,Kiowa,40075,41.3,44.35172502
SD,Lincoln,46083,34.3,36.83448349
KY,Owen,21187,38.8,41.6669959
CA,Amador,6005,29.7,31.89458191
AL,Crenshaw,1041,38.3,41.13005008
LA,Morehouse,22067,41.9,44.99606001
MI,Cheboygan,26031,33.5,35.97537017
OH,Auglaize,39011,37.3,40.05615843
TX,Calhoun,48057,36.5,39.19704511
MN,Benton,27009,39.9,42.84827671
NE,Kearney,31099,36.1,38.76748845
GA,Coffee,13069,42.5,45.640395
NY,Yates,36123,30.6,32.8610844
MS,Webster,28155,38.2,41.02266091
MT,Dawson,30021,34.3,36.83448349
AK,Southeast Fairbanks,2240,34.6,37.15665098
SD,Charles Mix,46023,39.4,42.31133089
IL,Christian,17021,38.5,41.34482841
MN,Kanabec,27065,39.9,42.84827671
MO,Ray,29177,36.8,39.51921261
KY,Carlisle,21039,42.6,45.74778416
CO,Mesa,8077,28.6,30.7133011
NE,Thurston,31173,48.3,51.86896655
MN,Wilkin,27167,39.1,41.9891634
WI,Marathon,55073,34.2,36.72709433
GA,Clarke,13059,32.2,34.57931103
LA,Allen,22003,41.6,44.67389251
TX,Hopkins,48223,37.9,40.70049342
VA,Galax,51640,39.3,42.20394173
NC,Guilford,37081,34.8,37.37142931
AR,Little River,5081,40.6,43.60000087
MO,Pulaski,29169,38.1,40.91527175
WV,Lincoln,54043,45,48.32512411
